"sent_pos","source"
0,"Концепция меняется Кандидатом от республиканцев будет либертарианец."
1,"По итогам предварительного голосования, проведённого среди членов Республиканской партии США, кандидатом на пост президента на выборах 2012 года стал Рон Пол."
2,"Об этом сообщает Associated Press."
3,"За него отдал голоса 31% республиканцев из 2,5 тыс., опрошенных во время конференции «Консервативное политическое действие»."
4,"На втором месте с 22% голосов оказался Митт Ромни, а бывшая губернатор Аляски Сара Пэйлин набрала 6% голосов."
5,"В настоящее время Рон Пол член Палаты представителей Конгресса."
6,"В 1988 году он участвовал в президентских выборах в качестве кандидата от Либертарианской партии."
7,"Перед выборами 2008 года претендовал на выдвижение в кандидаты в президенты от Республиканской партии, однако проиграл Джону Маккейну."
8,"Рон Пол выступает за полный вывод войск из Ирака, выход США из ООН и НАТО, ликвидацию Федеральной резервной системы, а также ограничение вмешательства государства в регулирование экономики."
9,"О том, как будет развиваться ситуация в США, читайте в статье Частного корреспондента «Перспективы-2010."
10,"Запад»"
