"sent_pos","source"
0,"Apple закрыла прореху Официально выпущено обновление iOS, которое закрывает дыру, позволявшую взломать iPhone и iPad."
1,"На сайте Apple появилось сообщение об официальном выпуске обновления операционной системы iOS для мобильных устройств Apple iPhone, iPod touch и iPad."
2,"Обновление программного обеспечения закрывает дыру в системе обработки PDF-файлов, которая позволяла злоумышленнику, подсунув пользователю специально подготовленный файл, получить полный доступ к мобильному устройству."
3,"Следует отметить, что эта уязвимость была обнаружена и активно использована вовсе не злоумышленниками, а хакерами, которые, благодаря этой уязвимости, смогли разработать самую простую и элегантную процедуру так называемого джейлбрейка (от англ."
4,"jailbreak — букв."
5,"«сбежать из тюрьмы»)."
6,"Чтобы её выполнить, было достаточно зайти на специально подготовленный сайт и нажать одну кнопку."
7,"После такого «освобождения» пользователь устройства получал полный контроль над его программным обеспечением, интерфейсом, возможность загружать любые программы (в том числе и не одобренные Apple) и т.д."
8,"Впрочем, злоумышленники могли воспользоваться этой дырой тоже."
9,"Однако новый джейлбрейк стал особенно популярным, чему способствовало последнее решение Библиотеки США, которая постановила, что пользователи, подвергающие свои устройства такому испытанию, не являются нарушителями авторского права."
10,"По оценкам экспертов, «освобождают» свои устройства не более 10% пользователей продукции Apple."
11,"Теперь пользователи «освобождённых» от контроля Apple не смогут пользоваться обновлёнными версиями iOS."
12,"Пока какой-нибудь очередной хакер не найдёт очередную дыру у Apple."
